14.55.25.132,13.41.107.98
209.237.236.194,217.242.12.242
201.63.5.106,201.56.251.105
128.132.7.174,128.132.120.174
61.237.5.196,61.237.123.115
126.133.9.136,125.5.15.250
15.34.237.158,12.223.50.30
17.30.25.134,17.24.229.142
12.133.237.131,15.133.237.239
67.239.235.159,69.209.232.255
129.55.29.111,129.39.100.160
202.31.9.182,202.30.136.73
16.133.9.146,16.122.140.238
66.235.236.182,68.110.52.177
129.56.8.194,129.40.245.94
62.32.6.157,63.220.134.226
14.131.7.181,13.128.248.181
13.239.7.128,14.23.120.9
209.235.29.128,217.244.236.128
122.34.6.176,123.195.121.54
128.58.28.190,128.44.18.193
121.33.8.181,121.33.11.51
200.34.235.199,200.195.8.119
69.30.26.140,65.22.238.141
125.238.29.189,126.72.29.61
129.235.6.199,129.140.249.39
124.55.5.177,127.56.133.75
129.62.9.195,129.47.140.3
10.32.7.135,11.32.7.7
205.239.28.187,205.247.20.184
201.236.9.105,201.147.247.153
203.56.7.197,203.51.135.35
205.133.8.181,205.133.15.53
125.33.8.136,126.193.116.135
201.132.235.159,201.251.208.127
69.130.8.143,65.252.139.16
60.33.6.142,60.193.6.254
65.238.26.150,70.78.154.246
205.64.237.182,205.127.236.78
68.64.5.171,64.67.123.171
209.133.235.152,217.133.215.25
127.35.29.121,124.221.29.68
206.60.236.152,206.35.51.4
122.64.236.161,123.188.43.84
70.237.235.149,66.42.51.20
68.30.27.175,64.22.19.160
123.63.9.101,122.201.8.100
206.56.26.125,206.36.158.124
203.133.235.101,203.133.244.100
67.59.26.198,69.37.29.49
120.33.9.103,120.33.10.151
122.33.27.155,123.193.16.27
65.130.6.103,70.2.121.159
62.57.5.149,63.202.133.244
122.59.7.186,123.219.7.198
124.34.29.147,127.33.156.243
65.60.237.190,70.204.203.190
65.58.9.125,70.203.139.124
70.57.6.179,66.217.6.183
129.235.29.177,129.140.227.203
120.33.7.122,120.33.7.186
209.30.5.125,217.17.132.66
70.35.6.186,66.194.249.57
204.57.26.127,204.50.234.64
205.55.235.126,205.57.215.129
205.60.25.151,205.51.108.144
123.55.9.175,122.199.117.32
128.61.26.166,128.42.153.38
67.57.7.188,69.38.248.61
126.62.235.139,125.217.236.135
207.238.9.191,207.151.241.192
204.130.25.181,204.252.107.178
207.32.29.185,207.32.29.197
120.59.9.104,120.61.15.155
121.59.237.101,121.58.11.98
12.32.236.178,15.63.236.202
122.34.8.198,123.195.112.230
14.59.26.164,13.39.29.84
69.61.28.145,65.34.148.247
62.56.9.193,63.203.9.188
17.34.29.119,17.33.237.136
63.61.235.184,62.194.47.58
127.57.8.186,124.206.140.198
207.134.9.177,207.248.9.54
65.35.26.169,70.221.105.86
127.57.27.164,124.206.144.35
209.63.237.165,217.40.12.34
128.31.25.151,128.22.147.247
128.63.28.109,128.40.226.98
209.64.237.141,217.67.212.114
17.30.9.161,17.24.242.219
208.31.235.179,216.231.203.51
61.130.236.145,61.130.45.18
15.57.7.105,12.205.7.100
68.59.6.127,64.45.121.128
204.61.7.144,204.53.7.138
68.33.25.159,64.61.100.159
15.32.25.124,12.220.230.189
207.235.6.116,207.145.6.116
120.31.7.160,120.16.248.37
125.64.7.182,126.188.248.201
128.235.25.137,128.212.231.155
122.31.25.107,123.224.235.155
201.131.26.170,201.254.225.89
202.62.236.142,202.56.51.110
209.58.5.139,217.47.250.116
202.55.28.184,202.54.234.184
13.130.9.101,14.125.119.90
12.56.26.128,15.43.234.145
128.130.9.122,128.128.142.133
60.131.7.172,60.126.248.173
126.57.7.195,125.221.120.172
127.236.7.109,124.75.248.173
206.32.8.196,206.63.11.106
16.58.8.119,16.202.112.112
207.235.29.165,207.145.28.221
12.62.29.200,15.46.146.231
68.132.236.198,64.132.20.246
13.59.9.199,14.207.115.40
129.58.28.119,129.43.234.119
124.235.7.175,127.207.7.160
127.130.237.200,124.0.52.40
67.132.236.129,69.132.12.241
16.131.236.167,16.125.204.208
13.61.8.167,14.202.137.39
66.55.6.124,68.215.121.189
70.56.25.166,66.216.151.214
11.34.6.168,10.222.6.214
69.33.236.142,65.62.18.158
204.130.27.165,204.252.104.170
122.62.26.148,123.222.97.115
209.132.237.118,217.132.50.177
209.30.28.154,217.17.157.5
66.235.27.115,68.110.236.76
60.237.28.127,60.21.107.191
205.32.27.134,205.32.111.241
69.58.235.196,65.36.40.26
128.57.235.189,128.46.8.195
63.59.6.190,62.197.6.193
67.239.8.172,69.209.15.83
63.237.236.104,62.85.236.102
16.60.28.171,16.204.107.84
202.34.7.107,202.35.135.88
13.60.7.173,14.203.135.92
121.32.6.163,121.32.249.35
67.59.25.193,69.37.31.252
204.34.236.176,204.32.50.182
15.32.26.106,12.220.229.165
17.236.235.171,17.211.208.40
16.58.26.144,16.202.101.9
128.34.26.124,128.63.26.125
200.235.6.102,200.44.134.89
206.32.7.139,206.63.7.151
62.61.6.176,63.205.121.79
16.64.28.154,16.188.99.101
125.61.6.116,126.213.121.181
207.130.26.149,207.254.109.108
122.61.236.120,123.221.213.187
202.61.25.189,202.58.154.188
68.56.27.106,64.47.232.105
68.62.26.101,64.40.238.90
204.62.6.135,204.55.134.248
60.63.28.189,60.216.157.60
15.238.28.136,12.113.21.102
11.130.26.120,10.1.102.68
65.132.8.140,70.4.136.227
10.235.8.168,11.179.9.37
209.31.236.186,217.16.19.69
202.134.236.171,202.248.11.43
61.62.9.163,61.32.137.35
65.31.237.126,70.233.211.129
126.130.25.121,125.1.104.187
121.55.29.146,121.55.29.110
61.59.6.120,61.38.134.71
204.35.5.198,204.33.122.177
62.134.237.165,63.121.212.45
12.61.6.198,15.45.121.49
62.31.8.197,63.224.136.188
205.58.235.167,205.53.243.88
12.62.237.103,15.46.44.144
207.236.236.147,207.148.212.151
65.33.26.160,70.222.225.41
10.237.9.107,11.181.119.87
127.130.8.140,124.0.240.242
124.64.27.120,127.64.156.121
66.239.236.107,68.105.234.91
125.57.237.122,126.210.18.121
206.132.9.102,206.251.242.150
200.58.237.178,200.222.51.202
129.33.5.199,129.61.4.240
127.237.5.133,124.74.251.156
126.132.5.147,125.4.122.239
125.32.27.196,126.192.232.173
63.33.29.152,62.222.147.4
11.132.9.127,10.4.240.127
205.31.27.162,205.30.152.90
129.130.9.180,129.254.245.202
208.131.235.166,216.1.235.214
68.131.237.102,64.128.53.174
64.239.235.176,71.79.235.178
65.63.25.151,70.207.103.240
209.59.5.108,217.46.132.93
62.235.28.129,63.10.157.11
209.131.6.162,217.129.6.214
69.32.5.102,65.63.123.174
68.62.28.170,64.40.234.213
122.35.8.105,123.194.240.105
65.30.9.124,70.232.9.131
123.33.236.124,122.222.21.188
10.134.5.117,11.248.251.181
129.235.236.120,129.140.50.121
15.131.5.197,12.1.5.212
10.239.25.151,11.183.16.151
62.33.5.196,63.221.5.157
67.134.5.124,69.134.251.124
63.133.26.162,62.5.30.213
200.132.5.159,200.123.5.255
122.134.6.154,123.6.134.229
14.239.7.198,13.200.248.225
125.237.236.144,126.74.44.232
61.58.7.156,61.39.120.29
10.30.9.125,11.31.13.125
127.57.236.195,124.206.21.3
129.58.26.189,129.43.238.195
61.56.5.154,61.36.4.101
65.134.7.106,70.6.120.153
67.55.5.198,69.40.250.62
66.131.5.107,68.1.5.168
69.134.29.130,65.249.228.153
61.58.8.165,61.39.118.221
70.62.7.149,66.223.120.141
208.238.235.192,216.86.16.101
202.58.25.133,202.60.155.131
15.59.9.141,12.206.138.18
64.235.8.105,71.73.119.152
11.134.9.149,10.7.240.245
60.56.26.113,60.223.22.79
207.30.8.156,207.30.240.156
16.34.27.109,16.221.24.147
121.235.237.148,121.209.242.140
126.132.237.155,125.4.210.132
69.32.8.166,65.63.115.46
69.57.237.134,65.38.50.225
128.63.6.142,128.40.249.14
206.58.5.176,206.39.251.78
10.59.7.126,11.53.7.129
11.60.29.180,10.204.229.53
63.55.235.160,62.200.40.32
127.32.28.114,124.223.99.141
126.30.236.133,125.231.235.19
129.34.237.143,129.62.203.31
62.239.6.148,63.15.6.139
205.132.8.115,205.132.247.143
68.131.5.117,64.128.133.179
202.30.26.128,202.31.21.21
208.61.9.124,216.194.247.131
120.239.26.163,120.176.226.215
120.58.26.183,120.60.233.48
124.30.6.185,127.16.6.198
123.56.237.155,122.204.44.100
122.131.9.192,123.1.117.187
126.131.9.141,125.0.244.108
60.57.236.183,60.222.44.200
205.62.26.181,205.49.30.180
69.31.26.108,65.23.22.109
10.58.26.170,11.52.225.41
121.131.236.177,121.128.21.49
69.133.25.189,65.250.234.194
120.132.27.158,120.251.24.158
126.34.235.150,125.194.247.22
122.131.28.157,123.1.100.227
66.236.6.148,68.107.121.117
202.239.7.176,202.177.120.54
10.57.26.135,11.54.230.135
120.34.9.116,120.34.137.140
69.61.25.123,65.34.145.184
13.63.8.129,14.201.14.253
11.56.27.130,10.203.152.30
13.59.7.100,14.207.120.93
61.34.26.193,61.62.17.87
10.132.9.187,11.251.113.199
202.60.26.188,202.59.237.61
127.238.5.156,124.73.123.156
70.235.237.168,66.47.244.90
125.239.9.116,126.73.119.117
10.132.29.101,11.251.106.165
65.237.28.130,70.77.100.242
65.130.27.166,70.2.108.217
17.56.7.170,17.60.7.38
123.62.236.109,122.200.236.98
69.62.235.168,65.32.51.217
16.134.5.186,16.121.132.69
204.235.7.188,204.151.120.66
125.132.25.169,126.4.31.86
62.134.25.115,63.121.97.179
205.32.5.183,205.32.123.183
205.33.237.174,205.33.203.81
17.133.8.120,17.133.15.185
17.33.8.199,17.34.139.40
11.34.8.167,10.222.12.175
60.58.25.134,60.220.109.137
70.35.7.181,66.194.248.53
11.238.6.106,10.73.6.89
64.237.6.138,71.77.6.134
207.235.5.157,207.145.4.125
203.55.236.137,203.57.205.7
122.130.26.147,123.0.17.11
67.238.9.123,69.208.136.184
129.33.25.185,129.61.26.184
121.33.26.151,121.33.22.240
70.134.6.152,66.120.249.25
205.31.25.117,205.30.155.138
200.61.8.146,200.218.143.17
129.56.9.143,129.40.244.159
69.59.7.138,65.37.7.234
68.134.9.182,64.134.9.49
204.59.29.123,204.48.147.184
70.35.237.176,66.194.44.72
121.61.5.111,121.61.5.175
13.30.236.106,14.231.10.102
66.60.29.116,68.219.148.139
203.130.9.113,203.130.140.142
205.58.7.161,205.53.120.87
16.62.29.181,16.207.20.202
65.56.5.163,70.200.250.171
11.58.29.138,10.201.146.154
10.131.6.134,11.254.249.97
16.32.28.168,16.223.26.171
63.58.7.192,62.196.248.87
125.130.235.172,126.1.203.82
60.58.236.135,60.220.204.231
69.60.235.169,65.35.12.216
66.55.8.135,68.215.117.8
122.57.5.170,123.217.123.38
209.134.236.136,217.134.18.234
205.55.237.167,205.57.210.88
70.238.8.110,66.40.136.97
66.62.5.171,68.217.123.84
128.131.237.110,128.129.235.81
121.31.236.163,121.25.205.87
60.33.7.181,60.193.7.202
122.59.235.185,123.219.243.184
209.235.27.101,217.244.232.99
207.61.236.179,207.53.234.200
11.56.28.198,10.203.156.166
209.236.8.156,217.243.136.227
202.55.7.101,202.54.248.91
14.59.28.115,13.39.26.112
125.130.8.106,126.1.10.86
125.30.8.187,126.239.15.71
68.56.8.151,64.47.241.111
127.130.5.135,124.0.250.120
63.134.6.162,62.6.121.86
61.57.235.191,61.37.232.192
68.57.27.124,64.46.147.125
10.30.7.116,11.31.7.116
200.61.5.116,200.218.133.117
13.63.235.194,14.201.232.114
66.130.8.161,68.0.10.220
63.236.26.126,62.84.102.126
200.239.7.115,200.40.135.72
127.133.27.154,124.5.104.25
70.132.7.134,66.123.135.137
201.56.6.169,201.63.249.84
70.55.8.138,66.214.142.233
126.237.237.167,125.114.10.168
14.131.6.155,13.128.249.103
64.237.27.182,71.77.27.182
67.130.28.137,69.129.155.21
60.236.27.129,60.20.23.253
207.132.5.109,207.251.133.109
125.57.26.146,126.210.145.109
14.34.7.199,13.60.248.167
69.56.28.162,65.39.98.161
202.64.27.149,202.64.148.114
209.58.26.168,217.47.226.212
66.55.29.119,68.215.109.183
12.236.9.147,15.244.12.244
14.64.6.146,13.124.121.10
121.64.26.116,121.124.154.114
69.131.27.136,65.253.28.122
126.61.6.157,125.218.134.130
128.132.28.189,128.132.106.188
65.61.9.118,70.205.15.78
204.34.25.139,204.32.149.148
69.239.28.181,65.144.149.50
129.134.5.169,129.249.132.170
120.235.27.119,120.180.239.136
206.63.28.145,206.33.98.239
64.60.28.127,71.203.18.64
208.238.28.139,216.86.155.11
202.56.6.131,202.63.249.100
70.55.27.176,66.214.147.78
206.63.5.152,206.33.122.155
125.131.27.138,126.0.231.102
204.56.5.189,204.51.5.195
205.35.5.163,205.34.133.175
123.133.235.159,122.122.55.0
65.55.237.159,70.199.236.127
123.134.9.152,122.120.10.102
67.131.8.100,69.128.138.92
12.238.6.149,15.246.121.19
124.133.26.120,127.133.18.71
63.133.237.192,62.5.211.50
70.130.27.164,66.126.228.82
127.62.9.142,124.200.11.225
126.31.235.180,125.230.44.181
17.63.8.181,17.56.143.76
62.32.236.128,63.220.44.250
11.31.6.167,10.238.134.216
63.59.25.194,62.197.24.181
122.31.9.136,123.224.247.20
12.30.5.167,15.30.122.39
63.132.9.175,62.4.139.80
127.56.235.121,124.207.247.123
121.238.25.182,121.215.17.78
127.63.7.157,124.201.120.29
13.133.25.136,14.122.227.231
200.55.25.149,200.215.21.139
10.56.5.137,11.55.133.151
70.235.236.148,66.47.245.106
66.58.235.144,68.223.247.17
204.32.27.185,204.35.24.187
13.30.6.164,14.231.134.212
70.134.236.138,66.120.43.118
11.56.29.123,10.203.157.187
66.132.8.182,68.4.117.54
128.56.9.177,128.47.137.79
200.134.27.100,200.121.159.99
121.31.235.166,121.25.200.214
68.33.28.155,64.61.99.123
126.132.26.199,125.4.105.95
12.237.29.114,15.245.18.118
66.58.6.173,68.223.6.220
64.131.27.187,71.2.151.59
17.134.235.158,17.134.240.254
15.133.7.177,12.5.120.179
208.63.26.170,216.192.234.214
202.64.7.184,202.64.135.69
202.132.28.149,202.251.98.236
203.239.8.128,203.246.243.110
14.237.26.124,13.202.146.67
63.63.9.181,62.193.11.203
128.61.28.131,128.42.157.4
129.61.26.128,129.45.29.10
70.61.237.189,66.221.234.188
201.131.29.128,201.254.229.235
62.236.5.125,63.12.132.189
208.56.26.151,216.199.105.23
15.30.29.149,12.231.226.109
65.62.9.191,70.206.240.192
64.31.28.174,71.232.155.94
61.61.7.178,61.34.135.78
204.130.28.119,204.252.109.183
203.134.237.133,203.135.10.13
69.62.25.171,65.32.144.215
67.62.235.152,69.32.236.152
202.33.7.179,202.33.7.183
208.62.7.144,216.193.7.109
205.57.29.158,205.54.147.1
65.60.235.155,70.204.207.155
206.32.27.160,206.63.23.213
125.134.236.134,126.7.20.134
67.236.235.103,69.211.247.96
120.132.26.140,120.251.25.28
63.62.5.154,62.192.132.133
60.55.235.108,60.215.200.147
120.64.236.132,120.67.53.101
17.31.27.109,17.25.23.108
126.56.7.170,125.220.248.166
122.239.29.110,123.105.109.81
120.32.26.155,120.32.145.4
63.61.5.160,62.194.133.93
10.35.235.157,11.34.8.253
65.56.236.180,70.200.18.179
11.237.25.187,10.74.231.184
121.31.28.146,121.25.98.137
66.55.27.146,68.215.107.109
65.235.8.191,70.72.240.192
124.235.237.151,127.207.242.239
64.237.236.133,71.77.213.4
68.58.237.105,64.44.13.165
16.131.26.175,16.125.109.95
15.60.27.174,12.203.16.94
60.55.26.148,60.215.21.13
17.133.7.109,17.133.7.146
129.55.7.200,129.39.120.187
70.61.25.100,66.221.17.84
15.236.6.156,12.115.249.29
15.34.9.164,12.223.143.170
66.56.236.103,68.220.12.80
16.61.6.166,16.205.121.86
125.235.7.185,126.78.135.59
60.59.6.190,60.221.6.193
128.238.7.161,128.208.135.41
10.131.237.190,11.254.10.65
206.238.25.164,206.142.101.219
66.134.29.154,68.6.109.133
126.131.6.117,125.0.249.179
128.132.25.172,128.132.111.220
60.35.6.114,60.195.121.138
68.57.28.192,64.46.148.136
125.239.235.166,126.73.236.214
10.236.235.171,11.180.23.36
128.60.26.129,128.43.158.149
204.134.9.193,204.248.142.60
66.134.26.101,68.6.105.146
65.132.235.178,70.4.52.77
11.31.7.130,10.238.135.154
12.130.6.166,15.131.121.86
124.239.5.176,127.200.132.200
209.64.9.161,217.67.117.219
129.59.28.188,129.42.234.195
120.131.7.181,120.254.248.53
202.57.236.160,202.62.18.161
208.60.9.143,216.195.8.31
62.33.28.172,63.221.26.173
200.61.29.184,200.218.147.197
61.132.5.107,61.132.133.167
127.35.8.118,124.221.15.182
66.55.9.183,68.215.116.200
70.63.28.103,66.222.154.111
203.55.28.147,203.57.106.244
17.33.26.193,17.34.145.116
15.62.236.186,12.201.13.70
122.56.236.100,123.216.244.108
61.63.9.172,61.33.114.211
201.134.25.135,201.249.147.152
60.237.237.146,60.21.234.110
69.30.6.179,65.22.249.52
128.59.236.160,128.45.202.160
16.239.27.114,16.16.236.118
14.132.28.171,13.132.108.215
62.237.25.200,63.13.96.120
61.31.29.185,61.22.228.71
10.32.237.146,11.32.235.118
129.238.29.190,129.137.237.65
201.58.9.161,201.60.241.38
61.35.236.104,61.63.204.90
60.134.236.128,60.120.202.238
123.132.235.141,122.123.11.99
124.134.25.177,127.134.106.73
65.30.26.127,70.232.25.191
16.238.28.125,16.17.109.131
129.132.25.161,129.251.148.215
203.61.25.140,203.53.26.236
129.30.29.105,129.25.155.165
208.30.26.145,216.230.229.9
66.133.5.107,68.5.4.88
61.236.27.119,61.236.107.79
15.35.235.147,12.222.15.243
11.131.235.168,10.0.20.170
63.237.27.108,62.85.99.93
65.235.25.186,70.72.225.198
67.131.25.200,69.128.147.149
207.134.8.153,207.248.8.134
127.132.237.165,124.4.11.162
120.131.26.157,120.254.238.156
67.130.7.194,69.129.135.121
202.63.7.177,202.57.7.176
121.58.8.138,121.59.119.10
64.64.28.184,71.191.226.186
69.237.26.141,65.146.226.243
61.134.27.159,61.134.23.31
207.239.27.101,207.150.228.93
203.132.237.148,203.132.19.106
200.34.29.114,200.195.235.78
70.235.6.180,66.47.6.204
62.30.27.126,63.225.148.126
204.31.8.123,204.25.117.135
122.35.9.150,123.194.241.233
17.132.237.137,17.132.244.23
209.237.28.185,217.242.226.196
17.62.8.168,17.57.247.41
66.33.7.106,68.193.120.86
11.236.8.199,10.75.141.16
12.57.8.120,15.42.242.69
201.237.29.111,201.146.156.80
202.133.26.141,202.250.146.226
70.35.8.143,66.194.243.111
64.131.7.128,71.2.135.239
200.132.236.134,200.123.242.129
203.35.26.186,203.32.150.186
14.31.27.108,13.17.111.162
65.131.7.182,70.3.7.78
123.239.25.146,122.46.159.109
125.60.236.153,126.212.237.103
13.34.28.153,14.221.20.132
127.61.235.144,124.202.11.105
66.236.9.135,68.107.112.144
123.63.26.126,122.201.18.65
128.62.7.159,128.41.7.31
62.58.7.197,63.201.248.28
202.63.237.169,202.57.234.36
204.33.25.172,204.34.150.221
206.130.235.166,206.255.11.38
67.31.7.198,69.30.248.246
206.62.25.123,206.32.154.132
124.130.8.132,127.131.13.20
70.132.5.120,66.123.133.187
68.132.6.153,64.132.134.231
64.62.236.130,71.200.19.101
61.60.5.173,61.35.250.162
63.63.6.121,62.193.6.120
64.31.9.138,71.232.137.229
70.63.25.133,66.222.159.10
67.55.235.193,69.40.23.142
14.59.5.138,13.39.4.21
128.55.237.176,128.39.202.79
70.237.7.160,66.42.135.34
68.34.26.163,64.63.105.36
15.238.6.107,12.113.6.100
67.64.5.189,69.64.122.67
67.57.237.157,69.38.45.125
69.239.6.115,65.144.134.75
11.236.236.192,10.75.52.164
15.57.25.161,12.205.31.93
121.55.8.166,121.55.14.222
200.60.26.104,200.219.153.166
122.238.28.126,123.104.107.129
128.32.7.122,128.60.135.69
68.34.29.171,64.63.109.171
206.34.29.164,206.61.156.82
122.56.237.155,123.216.245.24
207.62.5.118,207.55.5.182
207.55.6.138,207.56.249.26
200.235.8.198,200.44.141.1
203.61.237.192,203.53.234.87
120.34.6.111,120.34.134.95
125.61.236.147,126.213.244.235
16.30.6.196,16.225.134.237
207.63.27.167,207.54.228.160
10.237.8.123,11.181.118.123
202.61.5.181,202.58.133.75
124.134.235.126,127.134.203.190
125.55.9.114,126.217.113.182
17.33.6.199,17.34.134.176
65.34.27.199,70.220.100.208
206.238.236.165,206.142.212.170
65.238.6.195,70.78.134.180
129.134.237.129,129.249.44.114
69.134.26.170,65.249.226.217
69.131.236.115,65.253.236.72
70.30.25.174,66.230.226.161
203.134.28.110,203.135.236.94
204.130.29.188,204.252.108.67
200.235.29.133,200.44.149.29
123.61.27.107,122.202.156.152
11.60.5.120,10.204.250.121
10.239.28.170,11.183.21.90
65.236.6.177,70.76.121.79
123.132.5.183,122.123.133.207
67.55.25.179,69.40.228.180
11.133.28.167,10.5.27.95
16.34.6.177,16.221.6.181
69.133.29.177,65.250.236.182
200.32.25.191,200.192.145.63
125.236.6.196,126.75.6.243
68.59.235.127,64.45.247.128
129.64.26.177,129.67.238.176
126.56.26.142,125.220.233.14
13.32.7.154,14.223.248.26
61.56.25.119,61.36.26.79
62.63.7.135,63.207.120.231
15.63.6.134,12.200.134.246
202.62.7.165,202.56.248.36
10.131.9.131,11.254.242.16
122.236.27.126,123.107.155.126
15.132.235.163,12.4.19.83
17.59.237.113,17.62.12.176
203.130.27.112,203.130.159.143
205.60.7.125,205.51.120.130
12.55.8.145,15.38.140.232
209.56.27.179,217.44.31.180
209.56.26.138,217.44.30.137
61.31.6.161,61.22.249.47
122.237.236.129,123.106.53.21
66.63.8.124,68.216.141.131
202.64.6.141,202.64.134.131
14.236.9.161,13.203.119.221
67.236.26.166,69.211.98.209
64.132.236.179,71.4.53.52
61.133.237.194,61.133.237.118
63.30.236.139,62.225.18.139
66.58.236.129,68.223.243.14
60.133.7.115,60.122.248.116
201.56.26.127,201.63.229.191
124.62.25.125,127.54.18.188
122.132.236.138,123.4.43.106
121.131.235.147,121.128.19.108
204.236.28.161,204.147.98.214
64.63.7.124,71.201.7.124
17.60.8.177,17.59.241.77
69.131.7.120,65.253.7.123
60.31.237.101,60.232.20.106
200.33.9.193,200.193.115.255
11.31.27.152,10.238.147.101
125.63.9.184,126.215.10.68
207.35.237.182,207.34.51.54
206.58.235.117,206.39.20.74
208.238.29.172,216.86.154.211
70.63.29.196,66.222.155.211
60.30.6.141,60.233.6.147
125.130.7.108,126.1.7.173
67.236.5.171,69.211.122.167
67.238.27.168,69.208.151.85
64.35.28.192,71.223.106.187
123.55.6.198,122.199.121.41
12.61.8.126,15.45.114.126
209.237.29.191,217.242.227.63
17.55.27.105,17.54.151.153
15.133.8.140,12.5.118.156
13.239.27.107,14.23.107.152
125.35.7.142,126.195.120.238
208.134.5.176,216.7.5.50
209.32.6.140,217.60.6.236
11.62.26.102,10.207.234.89
120.133.237.183,120.250.20.176
14.131.236.150,13.128.44.238
121.64.5.130,121.124.133.241
208.62.26.105,216.193.18.85
207.56.26.104,207.48.98.85
203.58.9.153,203.48.8.134
11.31.236.140,10.238.10.130
11.63.27.194,10.206.224.13
60.130.25.133,60.127.21.28
66.33.26.153,68.193.98.249
67.64.235.142,69.64.204.14
67.61.26.169,69.34.230.214
69.56.9.185,65.39.112.58
127.64.26.141,124.191.17.12
206.55.5.155,206.41.5.135
15.55.8.186,12.198.142.186
208.134.9.171,216.7.12.168
15.33.28.199,12.221.19.80
200.56.28.170,200.220.107.41
127.33.5.173,124.222.132.93
65.35.27.127,70.221.104.191
12.239.5.164,15.247.4.43
17.62.5.143,17.57.251.127
208.64.28.159,216.191.146.224
127.235.9.124,124.78.243.189
14.238.6.132,13.201.249.114
11.133.29.161,10.5.26.166
204.63.26.117,204.54.234.74
205.61.29.158,205.50.226.30
125.236.8.144,126.75.12.139
61.35.9.125,61.63.15.131
205.63.26.162,205.48.230.162
125.132.6.121,126.4.6.123
201.55.27.107,201.55.111.91
123.61.236.144,122.202.44.236
10.33.9.194,11.33.115.165
66.32.9.181,68.192.246.53
201.237.8.185,201.146.136.197
61.61.237.101,61.34.20.155
65.60.6.136,70.204.121.120
69.35.26.102,65.60.150.86
61.55.25.197,61.40.228.26
15.32.28.196,12.220.227.51
68.237.27.176,64.205.99.177
60.33.5.184,60.193.5.58
120.62.9.146,120.56.118.10
121.56.27.193,121.56.107.61
63.239.25.153,62.86.146.26
16.235.28.118,16.23.20.118
200.56.8.156,200.220.115.125
201.236.8.133,201.147.246.141
62.132.6.141,63.123.134.243
16.33.29.188,16.222.235.188
200.35.25.117,200.194.148.117
16.238.25.102,16.17.107.174
205.134.5.199,205.134.132.39
205.60.28.145,205.51.107.113
206.33.26.114,206.62.230.77
201.55.237.188,201.55.204.189
60.33.237.114,60.193.244.114
13.64.29.160,14.131.155.163
207.62.28.173,207.55.28.162
129.62.28.139,129.47.156.231
13.130.29.117,14.125.109.115
129.62.237.142,129.47.45.241
207.58.235.194,207.51.43.38
122.61.8.121,123.221.112.69
60.56.25.166,60.223.21.46
126.132.28.189,125.4.109.60
65.130.29.109,70.2.107.157
200.58.5.141,200.222.250.124
129.237.8.139,129.138.140.232
66.35.6.198,68.195.121.121
67.55.9.196,69.40.246.107
201.58.237.113,201.60.11.117
67.62.7.128,69.32.7.26
16.134.25.121,16.121.146.134
208.60.25.178,216.195.27.182
70.238.26.108,66.40.154.98
205.64.7.184,205.127.120.184
16.235.25.197,16.23.18.131
201.134.7.154,201.249.135.154
209.236.28.115,217.243.146.72
14.134.235.159,13.134.8.159
69.57.6.187,65.38.134.184
68.63.26.143,64.41.30.224
125.60.26.149,126.212.105.114
70.235.9.176,66.47.12.76
12.64.235.189,15.67.40.195
68.56.26.197,64.47.233.59
13.58.235.131,14.206.44.144
120.32.236.136,120.32.11.116
10.61.7.185,11.50.135.56
63.238.25.190,62.87.237.190
68.133.27.181,64.133.96.180
15.59.8.107,12.206.139.171
12.56.235.163,15.43.15.215
63.57.235.194,62.198.44.118
125.35.236.120,126.195.236.120
13.33.27.140,14.222.147.12
128.64.237.158,128.64.210.1
200.134.237.143,200.121.50.127
200.30.9.165,200.224.11.34
122.235.237.102,123.111.235.81
120.33.6.115,120.33.6.76
124.130.235.127,127.131.211.64
203.130.25.156,203.130.156.28
203.133.6.128,203.133.121.23
204.62.7.171,204.55.135.91
120.31.236.146,120.16.11.17
61.32.27.151,61.60.156.239
127.32.26.130,124.223.102.153
125.56.237.177,126.211.212.74
67.239.28.146,69.209.20.246
62.236.25.164,63.12.156.171
15.134.9.169,12.7.15.165
121.61.6.184,121.61.6.186
126.61.25.126,125.218.151.129
208.236.26.118,216.84.29.137
128.35.6.122,128.62.249.133
208.58.28.152,216.197.19.27
13.239.6.153,14.23.121.25
122.133.9.196,123.5.118.186
200.33.29.139,200.193.109.148
205.236.25.178,205.244.16.49
67.63.28.193,69.33.100.167
205.235.27.162,205.243.31.218
201.134.5.147,201.249.133.243
17.133.28.166,17.133.26.217
12.34.9.101,15.60.138.156
126.30.6.140,125.231.121.19
61.57.236.179,61.37.237.51
15.55.6.183,12.198.134.200
205.35.6.161,205.34.134.223
120.30.26.133,120.17.98.133
61.134.5.167,61.134.4.208
11.64.9.105,10.128.142.150
209.238.28.102,217.240.99.153
125.63.235.151,126.215.200.247
203.35.29.131,203.32.146.115
65.64.5.162,70.128.132.209
66.59.6.174,68.222.134.222
63.35.26.161,62.221.101.81
13.61.235.144,14.202.51.233
200.236.235.159,200.43.44.224
15.238.9.181,12.113.13.51
204.61.5.150,204.53.4.241
207.131.7.173,207.255.120.34
122.33.25.117,123.193.19.181
204.34.5.156,204.32.132.124
12.55.5.165,15.38.132.44
123.237.235.103,122.45.244.87
67.239.5.148,69.209.4.19
208.235.236.184,216.83.245.71
208.237.29.178,216.85.106.206
202.57.5.165,202.62.133.162
122.62.7.147,123.222.120.12
129.61.27.179,129.45.28.79
