13.41.107.98,14.55.25.132
66.43.235.109,70.236.28.149
71.232.136.151,64.31.8.195
216.85.111.190,208.237.27.198
121.61.9.162,121.61.8.109
14.22.100.149,13.238.28.197
68.194.112.56,66.34.9.184
62.200.45.114,63.55.236.148
206.143.235.214,206.239.237.169
10.202.50.205,11.57.236.176
69.64.116.138,67.64.8.148
122.120.23.196,123.134.25.187
12.114.155.140,15.237.29.117
15.243.14.139,12.235.8.132
10.239.120.124,11.30.7.124
12.205.243.142,15.57.235.146
129.136.228.214,129.239.28.169
124.199.98.126,127.55.28.126
15.61.121.18,12.35.6.128
123.104.115.5,122.238.8.128
11.53.27.249,10.59.27.152
65.124.135.77,69.64.7.196
68.105.109.181,66.239.25.117
207.31.27.70,207.31.28.186
206.141.20.57,206.237.29.185
129.250.250.141,129.133.5.149
10.207.250.120,11.62.5.123
126.195.114.151,125.35.9.107
15.43.241.119,12.56.8.129
126.1.27.172,125.130.29.101
216.196.18.125,208.59.236.125
206.141.204.174,206.237.235.174
63.202.44.104,62.57.235.103
70.202.155.72,65.59.29.119
71.220.123.80,64.32.5.167
11.182.108.140,10.238.27.116
217.128.29.56,209.130.28.187
205.129.123.225,205.131.5.134
16.207.13.125,16.62.9.140
68.195.107.143,66.35.29.128
70.128.156.201,65.64.28.182
124.202.151.42,127.61.25.170
127.53.5.229,124.61.5.152
64.42.230.114,68.61.26.112
123.1.99.208,122.131.25.175
203.49.97.151,203.59.25.151
70.3.9.90,65.131.8.194
68.233.53.152,66.30.237.152
13.62.156.254,14.33.28.158
127.64.157.184,124.64.26.123
11.50.44.92,10.61.236.108
207.250.237.124,207.133.29.124
127.53.26.137,124.61.28.138
216.199.235.60,208.56.236.189
11.35.236.180,10.34.29.113
65.147.121.163,69.236.6.108
12.7.6.80,15.134.6.103
10.238.149.127,11.31.29.159
202.59.44.216,202.60.236.160
16.222.42.77,16.33.237.114
125.231.236.119,126.30.235.145
206.255.138.240,206.130.8.192
205.246.28.170,205.238.28.170
127.34.226.148,124.33.26.192
12.112.149.88,15.239.28.167
64.63.104.18,68.34.27.128
71.73.121.114,64.235.6.140
203.131.245.182,203.131.236.114
14.20.15.110,13.236.9.128
61.38.157.20,61.59.26.147
202.60.135.116,202.58.7.139
206.140.249.62,206.236.6.190
202.35.139.145,202.34.9.102
217.242.12.242,209.237.236.194
201.56.251.105,201.63.5.106
128.132.120.174,128.132.7.174
61.237.123.115,61.237.5.196
125.5.15.250,126.133.9.136
12.223.50.30,15.34.237.158
17.24.229.142,17.30.25.134
15.133.237.239,12.133.237.131
69.209.232.255,67.239.235.159
129.39.100.160,129.55.29.111
202.30.136.73,202.31.9.182
16.122.140.238,16.133.9.146
68.110.52.177,66.235.236.182
129.40.245.94,129.56.8.194
63.220.134.226,62.32.6.157
13.128.248.181,14.131.7.181
14.23.120.9,13.239.7.128
217.244.236.128,209.235.29.128
123.195.121.54,122.34.6.176
128.44.18.193,128.58.28.190
121.33.11.51,121.33.8.181
200.195.8.119,200.34.235.199
65.22.238.141,69.30.26.140
126.72.29.61,125.238.29.189
129.140.249.39,129.235.6.199
127.56.133.75,124.55.5.177
129.47.140.3,129.62.9.195
11.32.7.7,10.32.7.135
205.247.20.184,205.239.28.187
201.147.247.153,201.236.9.105
203.51.135.35,203.56.7.197
205.133.15.53,205.133.8.181
126.193.116.135,125.33.8.136
201.251.208.127,201.132.235.159
65.252.139.16,69.130.8.143
60.193.6.254,60.33.6.142
70.78.154.246,65.238.26.150
205.127.236.78,205.64.237.182
64.67.123.171,68.64.5.171
217.133.215.25,209.133.235.152
124.221.29.68,127.35.29.121
206.35.51.4,206.60.236.152
123.188.43.84,122.64.236.161
66.42.51.20,70.237.235.149
64.22.19.160,68.30.27.175
122.201.8.100,123.63.9.101
206.36.158.124,206.56.26.125
203.133.244.100,203.133.235.101
69.37.29.49,67.59.26.198
120.33.10.151,120.33.9.103
123.193.16.27,122.33.27.155
70.2.121.159,65.130.6.103
63.202.133.244,62.57.5.149
123.219.7.198,122.59.7.186
127.33.156.243,124.34.29.147
70.204.203.190,65.60.237.190
70.203.139.124,65.58.9.125
66.217.6.183,70.57.6.179
129.140.227.203,129.235.29.177
120.33.7.186,120.33.7.122
217.17.132.66,209.30.5.125
66.194.249.57,70.35.6.186
204.50.234.64,204.57.26.127
205.57.215.129,205.55.235.126
205.51.108.144,205.60.25.151
122.199.117.32,123.55.9.175
128.42.153.38,128.61.26.166
69.38.248.61,67.57.7.188
125.217.236.135,126.62.235.139
207.151.241.192,207.238.9.191
204.252.107.178,204.130.25.181
207.32.29.197,207.32.29.185
120.61.15.155,120.59.9.104
121.58.11.98,121.59.237.101
15.63.236.202,12.32.236.178
123.195.112.230,122.34.8.198
13.39.29.84,14.59.26.164
65.34.148.247,69.61.28.145
63.203.9.188,62.56.9.193
17.33.237.136,17.34.29.119
62.194.47.58,63.61.235.184
124.206.140.198,127.57.8.186
207.248.9.54,207.134.9.177
70.221.105.86,65.35.26.169
124.206.144.35,127.57.27.164
217.40.12.34,209.63.237.165
128.22.147.247,128.31.25.151
128.40.226.98,128.63.28.109
217.67.212.114,209.64.237.141
17.24.242.219,17.30.9.161
216.231.203.51,208.31.235.179
61.130.45.18,61.130.236.145
12.205.7.100,15.57.7.105
64.45.121.128,68.59.6.127
204.53.7.138,204.61.7.144
64.61.100.159,68.33.25.159
12.220.230.189,15.32.25.124
207.145.6.116,207.235.6.116
120.16.248.37,120.31.7.160
126.188.248.201,125.64.7.182
128.212.231.155,128.235.25.137
123.224.235.155,122.31.25.107
201.254.225.89,201.131.26.170
202.56.51.110,202.62.236.142
217.47.250.116,209.58.5.139
202.54.234.184,202.55.28.184
14.125.119.90,13.130.9.101
15.43.234.145,12.56.26.128
128.128.142.133,128.130.9.122
60.126.248.173,60.131.7.172
125.221.120.172,126.57.7.195
124.75.248.173,127.236.7.109
206.63.11.106,206.32.8.196
16.202.112.112,16.58.8.119
207.145.28.221,207.235.29.165
15.46.146.231,12.62.29.200
64.132.20.246,68.132.236.198
14.207.115.40,13.59.9.199
129.43.234.119,129.58.28.119
127.207.7.160,124.235.7.175
124.0.52.40,127.130.237.200
69.132.12.241,67.132.236.129
16.125.204.208,16.131.236.167
14.202.137.39,13.61.8.167
68.215.121.189,66.55.6.124
66.216.151.214,70.56.25.166
10.222.6.214,11.34.6.168
65.62.18.158,69.33.236.142
204.252.104.170,204.130.27.165
123.222.97.115,122.62.26.148
217.132.50.177,209.132.237.118
217.17.157.5,209.30.28.154
68.110.236.76,66.235.27.115
60.21.107.191,60.237.28.127
205.32.111.241,205.32.27.134
65.36.40.26,69.58.235.196
128.46.8.195,128.57.235.189
62.197.6.193,63.59.6.190
69.209.15.83,67.239.8.172
62.85.236.102,63.237.236.104
16.204.107.84,16.60.28.171
202.35.135.88,202.34.7.107
14.203.135.92,13.60.7.173
121.32.249.35,121.32.6.163
69.37.31.252,67.59.25.193
204.32.50.182,204.34.236.176
12.220.229.165,15.32.26.106
17.211.208.40,17.236.235.171
16.202.101.9,16.58.26.144
128.63.26.125,128.34.26.124
200.44.134.89,200.235.6.102
206.63.7.151,206.32.7.139
63.205.121.79,62.61.6.176
16.188.99.101,16.64.28.154
126.213.121.181,125.61.6.116
207.254.109.108,207.130.26.149
123.221.213.187,122.61.236.120
202.58.154.188,202.61.25.189
64.47.232.105,68.56.27.106
64.40.238.90,68.62.26.101
204.55.134.248,204.62.6.135
60.216.157.60,60.63.28.189
12.113.21.102,15.238.28.136
10.1.102.68,11.130.26.120
70.4.136.227,65.132.8.140
11.179.9.37,10.235.8.168
217.16.19.69,209.31.236.186
202.248.11.43,202.134.236.171
61.32.137.35,61.62.9.163
70.233.211.129,65.31.237.126
125.1.104.187,126.130.25.121
121.55.29.110,121.55.29.146
61.38.134.71,61.59.6.120
204.33.122.177,204.35.5.198
63.121.212.45,62.134.237.165
15.45.121.49,12.61.6.198
63.224.136.188,62.31.8.197
205.53.243.88,205.58.235.167
15.46.44.144,12.62.237.103
207.148.212.151,207.236.236.147
70.222.225.41,65.33.26.160
11.181.119.87,10.237.9.107
124.0.240.242,127.130.8.140
127.64.156.121,124.64.27.120
68.105.234.91,66.239.236.107
126.210.18.121,125.57.237.122
206.251.242.150,206.132.9.102
200.222.51.202,200.58.237.178
129.61.4.240,129.33.5.199
124.74.251.156,127.237.5.133
125.4.122.239,126.132.5.147
126.192.232.173,125.32.27.196
62.222.147.4,63.33.29.152
10.4.240.127,11.132.9.127
205.30.152.90,205.31.27.162
129.254.245.202,129.130.9.180
216.1.235.214,208.131.235.166
64.128.53.174,68.131.237.102
71.79.235.178,64.239.235.176
70.207.103.240,65.63.25.151
217.46.132.93,209.59.5.108
63.10.157.11,62.235.28.129
217.129.6.214,209.131.6.162
65.63.123.174,69.32.5.102
64.40.234.213,68.62.28.170
123.194.240.105,122.35.8.105
70.232.9.131,65.30.9.124
122.222.21.188,123.33.236.124
11.248.251.181,10.134.5.117
129.140.50.121,129.235.236.120
12.1.5.212,15.131.5.197
11.183.16.151,10.239.25.151
63.221.5.157,62.33.5.196
69.134.251.124,67.134.5.124
62.5.30.213,63.133.26.162
200.123.5.255,200.132.5.159
123.6.134.229,122.134.6.154
13.200.248.225,14.239.7.198
126.74.44.232,125.237.236.144
61.39.120.29,61.58.7.156
11.31.13.125,10.30.9.125
124.206.21.3,127.57.236.195
129.43.238.195,129.58.26.189
61.36.4.101,61.56.5.154
70.6.120.153,65.134.7.106
69.40.250.62,67.55.5.198
68.1.5.168,66.131.5.107
65.249.228.153,69.134.29.130
61.39.118.221,61.58.8.165
66.223.120.141,70.62.7.149
216.86.16.101,208.238.235.192
202.60.155.131,202.58.25.133
12.206.138.18,15.59.9.141
71.73.119.152,64.235.8.105
10.7.240.245,11.134.9.149
60.223.22.79,60.56.26.113
207.30.240.156,207.30.8.156
16.221.24.147,16.34.27.109
121.209.242.140,121.235.237.148
125.4.210.132,126.132.237.155
65.63.115.46,69.32.8.166
65.38.50.225,69.57.237.134
128.40.249.14,128.63.6.142
206.39.251.78,206.58.5.176
11.53.7.129,10.59.7.126
10.204.229.53,11.60.29.180
62.200.40.32,63.55.235.160
124.223.99.141,127.32.28.114
125.231.235.19,126.30.236.133
129.62.203.31,129.34.237.143
63.15.6.139,62.239.6.148
205.132.247.143,205.132.8.115
64.128.133.179,68.131.5.117
202.31.21.21,202.30.26.128
216.194.247.131,208.61.9.124
120.176.226.215,120.239.26.163
120.60.233.48,120.58.26.183
127.16.6.198,124.30.6.185
122.204.44.100,123.56.237.155
123.1.117.187,122.131.9.192
125.0.244.108,126.131.9.141
60.222.44.200,60.57.236.183
205.49.30.180,205.62.26.181
65.23.22.109,69.31.26.108
11.52.225.41,10.58.26.170
121.128.21.49,121.131.236.177
65.250.234.194,69.133.25.189
120.251.24.158,120.132.27.158
125.194.247.22,126.34.235.150
123.1.100.227,122.131.28.157
68.107.121.117,66.236.6.148
202.177.120.54,202.239.7.176
11.54.230.135,10.57.26.135
120.34.137.140,120.34.9.116
65.34.145.184,69.61.25.123
14.201.14.253,13.63.8.129
10.203.152.30,11.56.27.130
14.207.120.93,13.59.7.100
61.62.17.87,61.34.26.193
11.251.113.199,10.132.9.187
202.59.237.61,202.60.26.188
124.73.123.156,127.238.5.156
66.47.244.90,70.235.237.168
126.73.119.117,125.239.9.116
11.251.106.165,10.132.29.101
70.77.100.242,65.237.28.130
70.2.108.217,65.130.27.166
17.60.7.38,17.56.7.170
122.200.236.98,123.62.236.109
65.32.51.217,69.62.235.168
16.121.132.69,16.134.5.186
204.151.120.66,204.235.7.188
126.4.31.86,125.132.25.169
63.121.97.179,62.134.25.115
205.32.123.183,205.32.5.183
205.33.203.81,205.33.237.174
17.133.15.185,17.133.8.120
17.34.139.40,17.33.8.199
10.222.12.175,11.34.8.167
60.220.109.137,60.58.25.134
66.194.248.53,70.35.7.181
10.73.6.89,11.238.6.106
71.77.6.134,64.237.6.138
207.145.4.125,207.235.5.157
203.57.205.7,203.55.236.137
123.0.17.11,122.130.26.147
69.208.136.184,67.238.9.123
129.61.26.184,129.33.25.185
121.33.22.240,121.33.26.151
66.120.249.25,70.134.6.152
205.30.155.138,205.31.25.117
200.218.143.17,200.61.8.146
129.40.244.159,129.56.9.143
65.37.7.234,69.59.7.138
64.134.9.49,68.134.9.182
204.48.147.184,204.59.29.123
66.194.44.72,70.35.237.176
121.61.5.175,121.61.5.111
14.231.10.102,13.30.236.106
68.219.148.139,66.60.29.116
203.130.140.142,203.130.9.113
205.53.120.87,205.58.7.161
16.207.20.202,16.62.29.181
70.200.250.171,65.56.5.163
10.201.146.154,11.58.29.138
11.254.249.97,10.131.6.134
16.223.26.171,16.32.28.168
62.196.248.87,63.58.7.192
126.1.203.82,125.130.235.172
60.220.204.231,60.58.236.135
65.35.12.216,69.60.235.169
68.215.117.8,66.55.8.135
123.217.123.38,122.57.5.170
217.134.18.234,209.134.236.136
205.57.210.88,205.55.237.167
66.40.136.97,70.238.8.110
68.217.123.84,66.62.5.171
128.129.235.81,128.131.237.110
121.25.205.87,121.31.236.163
60.193.7.202,60.33.7.181
123.219.243.184,122.59.235.185
217.244.232.99,209.235.27.101
207.53.234.200,207.61.236.179
10.203.156.166,11.56.28.198
217.243.136.227,209.236.8.156
202.54.248.91,202.55.7.101
13.39.26.112,14.59.28.115
126.1.10.86,125.130.8.106
126.239.15.71,125.30.8.187
64.47.241.111,68.56.8.151
124.0.250.120,127.130.5.135
62.6.121.86,63.134.6.162
61.37.232.192,61.57.235.191
64.46.147.125,68.57.27.124
11.31.7.116,10.30.7.116
200.218.133.117,200.61.5.116
14.201.232.114,13.63.235.194
68.0.10.220,66.130.8.161
62.84.102.126,63.236.26.126
200.40.135.72,200.239.7.115
124.5.104.25,127.133.27.154
66.123.135.137,70.132.7.134
201.63.249.84,201.56.6.169
66.214.142.233,70.55.8.138
125.114.10.168,126.237.237.167
13.128.249.103,14.131.6.155
71.77.27.182,64.237.27.182
69.129.155.21,67.130.28.137
60.20.23.253,60.236.27.129
207.251.133.109,207.132.5.109
126.210.145.109,125.57.26.146
13.60.248.167,14.34.7.199
65.39.98.161,69.56.28.162
202.64.148.114,202.64.27.149
217.47.226.212,209.58.26.168
68.215.109.183,66.55.29.119
15.244.12.244,12.236.9.147
13.124.121.10,14.64.6.146
121.124.154.114,121.64.26.116
65.253.28.122,69.131.27.136
125.218.134.130,126.61.6.157
128.132.106.188,128.132.28.189
70.205.15.78,65.61.9.118
204.32.149.148,204.34.25.139
65.144.149.50,69.239.28.181
129.249.132.170,129.134.5.169
120.180.239.136,120.235.27.119
206.33.98.239,206.63.28.145
71.203.18.64,64.60.28.127
216.86.155.11,208.238.28.139
202.63.249.100,202.56.6.131
66.214.147.78,70.55.27.176
206.33.122.155,206.63.5.152
126.0.231.102,125.131.27.138
204.51.5.195,204.56.5.189
205.34.133.175,205.35.5.163
122.122.55.0,123.133.235.159
70.199.236.127,65.55.237.159
122.120.10.102,123.134.9.152
69.128.138.92,67.131.8.100
15.246.121.19,12.238.6.149
127.133.18.71,124.133.26.120
62.5.211.50,63.133.237.192
66.126.228.82,70.130.27.164
124.200.11.225,127.62.9.142
125.230.44.181,126.31.235.180
17.56.143.76,17.63.8.181
63.220.44.250,62.32.236.128
10.238.134.216,11.31.6.167
62.197.24.181,63.59.25.194
123.224.247.20,122.31.9.136
15.30.122.39,12.30.5.167
62.4.139.80,63.132.9.175
124.207.247.123,127.56.235.121
121.215.17.78,121.238.25.182
124.201.120.29,127.63.7.157
14.122.227.231,13.133.25.136
200.215.21.139,200.55.25.149
11.55.133.151,10.56.5.137
66.47.245.106,70.235.236.148
68.223.247.17,66.58.235.144
204.35.24.187,204.32.27.185
14.231.134.212,13.30.6.164
66.120.43.118,70.134.236.138
10.203.157.187,11.56.29.123
68.4.117.54,66.132.8.182
128.47.137.79,128.56.9.177
200.121.159.99,200.134.27.100
121.25.200.214,121.31.235.166
64.61.99.123,68.33.28.155
125.4.105.95,126.132.26.199
15.245.18.118,12.237.29.114
68.223.6.220,66.58.6.173
71.2.151.59,64.131.27.187
17.134.240.254,17.134.235.158
12.5.120.179,15.133.7.177
216.192.234.214,208.63.26.170
202.64.135.69,202.64.7.184
202.251.98.236,202.132.28.149
203.246.243.110,203.239.8.128
13.202.146.67,14.237.26.124
62.193.11.203,63.63.9.181
128.42.157.4,128.61.28.131
129.45.29.10,129.61.26.128
66.221.234.188,70.61.237.189
201.254.229.235,201.131.29.128
63.12.132.189,62.236.5.125
216.199.105.23,208.56.26.151
12.231.226.109,15.30.29.149
70.206.240.192,65.62.9.191
71.232.155.94,64.31.28.174
61.34.135.78,61.61.7.178
204.252.109.183,204.130.28.119
203.135.10.13,203.134.237.133
65.32.144.215,69.62.25.171
69.32.236.152,67.62.235.152
202.33.7.183,202.33.7.179
216.193.7.109,208.62.7.144
205.54.147.1,205.57.29.158
70.204.207.155,65.60.235.155
206.63.23.213,206.32.27.160
126.7.20.134,125.134.236.134
69.211.247.96,67.236.235.103
120.251.25.28,120.132.26.140
62.192.132.133,63.62.5.154
60.215.200.147,60.55.235.108
120.67.53.101,120.64.236.132
17.25.23.108,17.31.27.109
125.220.248.166,126.56.7.170
123.105.109.81,122.239.29.110
120.32.145.4,120.32.26.155
62.194.133.93,63.61.5.160
11.34.8.253,10.35.235.157
70.200.18.179,65.56.236.180
10.74.231.184,11.237.25.187
121.25.98.137,121.31.28.146
68.215.107.109,66.55.27.146
70.72.240.192,65.235.8.191
127.207.242.239,124.235.237.151
71.77.213.4,64.237.236.133
64.44.13.165,68.58.237.105
16.125.109.95,16.131.26.175
12.203.16.94,15.60.27.174
60.215.21.13,60.55.26.148
17.133.7.146,17.133.7.109
129.39.120.187,129.55.7.200
66.221.17.84,70.61.25.100
12.115.249.29,15.236.6.156
12.223.143.170,15.34.9.164
68.220.12.80,66.56.236.103
16.205.121.86,16.61.6.166
126.78.135.59,125.235.7.185
60.221.6.193,60.59.6.190
128.208.135.41,128.238.7.161
11.254.10.65,10.131.237.190
206.142.101.219,206.238.25.164
68.6.109.133,66.134.29.154
125.0.249.179,126.131.6.117
128.132.111.220,128.132.25.172
60.195.121.138,60.35.6.114
64.46.148.136,68.57.28.192
126.73.236.214,125.239.235.166
11.180.23.36,10.236.235.171
128.43.158.149,128.60.26.129
204.248.142.60,204.134.9.193
68.6.105.146,66.134.26.101
70.4.52.77,65.132.235.178
10.238.135.154,11.31.7.130
15.131.121.86,12.130.6.166
127.200.132.200,124.239.5.176
217.67.117.219,209.64.9.161
129.42.234.195,129.59.28.188
120.254.248.53,120.131.7.181
202.62.18.161,202.57.236.160
216.195.8.31,208.60.9.143
63.221.26.173,62.33.28.172
200.218.147.197,200.61.29.184
61.132.133.167,61.132.5.107
124.221.15.182,127.35.8.118
68.215.116.200,66.55.9.183
66.222.154.111,70.63.28.103
203.57.106.244,203.55.28.147
17.34.145.116,17.33.26.193
12.201.13.70,15.62.236.186
123.216.244.108,122.56.236.100
61.33.114.211,61.63.9.172
201.249.147.152,201.134.25.135
60.21.234.110,60.237.237.146
65.22.249.52,69.30.6.179
128.45.202.160,128.59.236.160
16.16.236.118,16.239.27.114
13.132.108.215,14.132.28.171
63.13.96.120,62.237.25.200
61.22.228.71,61.31.29.185
11.32.235.118,10.32.237.146
129.137.237.65,129.238.29.190
201.60.241.38,201.58.9.161
61.63.204.90,61.35.236.104
60.120.202.238,60.134.236.128
122.123.11.99,123.132.235.141
127.134.106.73,124.134.25.177
70.232.25.191,65.30.26.127
16.17.109.131,16.238.28.125
129.251.148.215,129.132.25.161
203.53.26.236,203.61.25.140
129.25.155.165,129.30.29.105
216.230.229.9,208.30.26.145
68.5.4.88,66.133.5.107
61.236.107.79,61.236.27.119
12.222.15.243,15.35.235.147
10.0.20.170,11.131.235.168
62.85.99.93,63.237.27.108
70.72.225.198,65.235.25.186
69.128.147.149,67.131.25.200
207.248.8.134,207.134.8.153
124.4.11.162,127.132.237.165
120.254.238.156,120.131.26.157
69.129.135.121,67.130.7.194
202.57.7.176,202.63.7.177
121.59.119.10,121.58.8.138
71.191.226.186,64.64.28.184
65.146.226.243,69.237.26.141
61.134.23.31,61.134.27.159
207.150.228.93,207.239.27.101
203.132.19.106,203.132.237.148
200.195.235.78,200.34.29.114
66.47.6.204,70.235.6.180
63.225.148.126,62.30.27.126
204.25.117.135,204.31.8.123
123.194.241.233,122.35.9.150
17.132.244.23,17.132.237.137
217.242.226.196,209.237.28.185
17.57.247.41,17.62.8.168
68.193.120.86,66.33.7.106
10.75.141.16,11.236.8.199
15.42.242.69,12.57.8.120
201.146.156.80,201.237.29.111
202.250.146.226,202.133.26.141
66.194.243.111,70.35.8.143
71.2.135.239,64.131.7.128
200.123.242.129,200.132.236.134
203.32.150.186,203.35.26.186
13.17.111.162,14.31.27.108
70.3.7.78,65.131.7.182
122.46.159.109,123.239.25.146
126.212.237.103,125.60.236.153
14.221.20.132,13.34.28.153
124.202.11.105,127.61.235.144
68.107.112.144,66.236.9.135
122.201.18.65,123.63.26.126
128.41.7.31,128.62.7.159
63.201.248.28,62.58.7.197
202.57.234.36,202.63.237.169
204.34.150.221,204.33.25.172
206.255.11.38,206.130.235.166
69.30.248.246,67.31.7.198
206.32.154.132,206.62.25.123
127.131.13.20,124.130.8.132
66.123.133.187,70.132.5.120
64.132.134.231,68.132.6.153
71.200.19.101,64.62.236.130
61.35.250.162,61.60.5.173
62.193.6.120,63.63.6.121
71.232.137.229,64.31.9.138
66.222.159.10,70.63.25.133
69.40.23.142,67.55.235.193
13.39.4.21,14.59.5.138
128.39.202.79,128.55.237.176
66.42.135.34,70.237.7.160
64.63.105.36,68.34.26.163
12.113.6.100,15.238.6.107
69.64.122.67,67.64.5.189
69.38.45.125,67.57.237.157
65.144.134.75,69.239.6.115
10.75.52.164,11.236.236.192
12.205.31.93,15.57.25.161
121.55.14.222,121.55.8.166
200.219.153.166,200.60.26.104
123.104.107.129,122.238.28.126
128.60.135.69,128.32.7.122
64.63.109.171,68.34.29.171
206.61.156.82,206.34.29.164
123.216.245.24,122.56.237.155
207.55.5.182,207.62.5.118
207.56.249.26,207.55.6.138
200.44.141.1,200.235.8.198
203.53.234.87,203.61.237.192
120.34.134.95,120.34.6.111
126.213.244.235,125.61.236.147
16.225.134.237,16.30.6.196
207.54.228.160,207.63.27.167
11.181.118.123,10.237.8.123
202.58.133.75,202.61.5.181
127.134.203.190,124.134.235.126
126.217.113.182,125.55.9.114
17.34.134.176,17.33.6.199
70.220.100.208,65.34.27.199
206.142.212.170,206.238.236.165
70.78.134.180,65.238.6.195
129.249.44.114,129.134.237.129
65.249.226.217,69.134.26.170
65.253.236.72,69.131.236.115
66.230.226.161,70.30.25.174
203.135.236.94,203.134.28.110
204.252.108.67,204.130.29.188
200.44.149.29,200.235.29.133
122.202.156.152,123.61.27.107
10.204.250.121,11.60.5.120
11.183.21.90,10.239.28.170
70.76.121.79,65.236.6.177
122.123.133.207,123.132.5.183
69.40.228.180,67.55.25.179
10.5.27.95,11.133.28.167
16.221.6.181,16.34.6.177
65.250.236.182,69.133.29.177
200.192.145.63,200.32.25.191
126.75.6.243,125.236.6.196
64.45.247.128,68.59.235.127
129.67.238.176,129.64.26.177
125.220.233.14,126.56.26.142
14.223.248.26,13.32.7.154
61.36.26.79,61.56.25.119
63.207.120.231,62.63.7.135
12.200.134.246,15.63.6.134
202.56.248.36,202.62.7.165
11.254.242.16,10.131.9.131
123.107.155.126,122.236.27.126
12.4.19.83,15.132.235.163
17.62.12.176,17.59.237.113
203.130.159.143,203.130.27.112
205.51.120.130,205.60.7.125
15.38.140.232,12.55.8.145
217.44.31.180,209.56.27.179
217.44.30.137,209.56.26.138
61.22.249.47,61.31.6.161
123.106.53.21,122.237.236.129
68.216.141.131,66.63.8.124
202.64.134.131,202.64.6.141
13.203.119.221,14.236.9.161
69.211.98.209,67.236.26.166
71.4.53.52,64.132.236.179
61.133.237.118,61.133.237.194
62.225.18.139,63.30.236.139
68.223.243.14,66.58.236.129
60.122.248.116,60.133.7.115
201.63.229.191,201.56.26.127
127.54.18.188,124.62.25.125
123.4.43.106,122.132.236.138
121.128.19.108,121.131.235.147
204.147.98.214,204.236.28.161
71.201.7.124,64.63.7.124
17.59.241.77,17.60.8.177
65.253.7.123,69.131.7.120
60.232.20.106,60.31.237.101
200.193.115.255,200.33.9.193
10.238.147.101,11.31.27.152
126.215.10.68,125.63.9.184
207.34.51.54,207.35.237.182
206.39.20.74,206.58.235.117
216.86.154.211,208.238.29.172
66.222.155.211,70.63.29.196
60.233.6.147,60.30.6.141
126.1.7.173,125.130.7.108
69.211.122.167,67.236.5.171
69.208.151.85,67.238.27.168
71.223.106.187,64.35.28.192
122.199.121.41,123.55.6.198
15.45.114.126,12.61.8.126
217.242.227.63,209.237.29.191
17.54.151.153,17.55.27.105
12.5.118.156,15.133.8.140
14.23.107.152,13.239.27.107
126.195.120.238,125.35.7.142
216.7.5.50,208.134.5.176
217.60.6.236,209.32.6.140
10.207.234.89,11.62.26.102
120.250.20.176,120.133.237.183
13.128.44.238,14.131.236.150
121.124.133.241,121.64.5.130
216.193.18.85,208.62.26.105
207.48.98.85,207.56.26.104
203.48.8.134,203.58.9.153
10.238.10.130,11.31.236.140
10.206.224.13,11.63.27.194
60.127.21.28,60.130.25.133
68.193.98.249,66.33.26.153
69.64.204.14,67.64.235.142
69.34.230.214,67.61.26.169
65.39.112.58,69.56.9.185
124.191.17.12,127.64.26.141
206.41.5.135,206.55.5.155
12.198.142.186,15.55.8.186
216.7.12.168,208.134.9.171
12.221.19.80,15.33.28.199
200.220.107.41,200.56.28.170
124.222.132.93,127.33.5.173
70.221.104.191,65.35.27.127
15.247.4.43,12.239.5.164
17.57.251.127,17.62.5.143
216.191.146.224,208.64.28.159
124.78.243.189,127.235.9.124
13.201.249.114,14.238.6.132
10.5.26.166,11.133.29.161
204.54.234.74,204.63.26.117
205.50.226.30,205.61.29.158
126.75.12.139,125.236.8.144
61.63.15.131,61.35.9.125
205.48.230.162,205.63.26.162
126.4.6.123,125.132.6.121
201.55.111.91,201.55.27.107
122.202.44.236,123.61.236.144
11.33.115.165,10.33.9.194
68.192.246.53,66.32.9.181
201.146.136.197,201.237.8.185
61.34.20.155,61.61.237.101
70.204.121.120,65.60.6.136
65.60.150.86,69.35.26.102
61.40.228.26,61.55.25.197
12.220.227.51,15.32.28.196
64.205.99.177,68.237.27.176
60.193.5.58,60.33.5.184
120.56.118.10,120.62.9.146
121.56.107.61,121.56.27.193
62.86.146.26,63.239.25.153
16.23.20.118,16.235.28.118
200.220.115.125,200.56.8.156
201.147.246.141,201.236.8.133
63.123.134.243,62.132.6.141
16.222.235.188,16.33.29.188
200.194.148.117,200.35.25.117
16.17.107.174,16.238.25.102
205.134.132.39,205.134.5.199
205.51.107.113,205.60.28.145
206.62.230.77,206.33.26.114
201.55.204.189,201.55.237.188
60.193.244.114,60.33.237.114
14.131.155.163,13.64.29.160
207.55.28.162,207.62.28.173
129.47.156.231,129.62.28.139
14.125.109.115,13.130.29.117
129.47.45.241,129.62.237.142
207.51.43.38,207.58.235.194
123.221.112.69,122.61.8.121
60.223.21.46,60.56.25.166
125.4.109.60,126.132.28.189
70.2.107.157,65.130.29.109
200.222.250.124,200.58.5.141
129.138.140.232,129.237.8.139
68.195.121.121,66.35.6.198
69.40.246.107,67.55.9.196
201.60.11.117,201.58.237.113
69.32.7.26,67.62.7.128
16.121.146.134,16.134.25.121
216.195.27.182,208.60.25.178
66.40.154.98,70.238.26.108
205.127.120.184,205.64.7.184
16.23.18.131,16.235.25.197
201.249.135.154,201.134.7.154
217.243.146.72,209.236.28.115
13.134.8.159,14.134.235.159
65.38.134.184,69.57.6.187
64.41.30.224,68.63.26.143
